TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T385691,C2224650,9/4/92,F,VISHNUNAGAR THANE,76792.57,13/8/16,194145,1480.0
T163148,C6739611,1/1/1800,M,PASHUPATI MKT SURAT,111847.0,4/8/16,131834,2000.0
T639203,C1616635,10/4/82,F,NEW DELHI,8470.24,29/8/16,112909,268.0
T232784,C1140675,6/8/89,M,WARANGAL,8366.52,7/8/16,163400,397.0
T45528,C4212692,1/1/1800,M,VISAKHAPATNAM,69.39,3/8/16,110335,300.0
T980430,C8998611,6/1/87,F,DELHI,79260.58,15/9/16,123221,2200.0
T517608,C2019245,26/6/86,M,NAVI MUMBAI,28414.33,19/8/16,222426,1680.0
T308419,C6436676,26/9/88,M,LUDHIANA,50833.59,10/8/16,154058,651.0
T653180,C5462150,1/9/79,F,KOLKATA,28620.78,31/8/16,151633,225.0
T543355,C8125681,10/7/90,M,GURGAON,5045.76,24/8/16,172036,57.0
T201323,C6738725,6/7/78,M,PANVEL,118635.63,9/8/16,210518,375.0
T410664,C8368541,18/12/78,F,CHENNAI,2594756.6,18/8/16,171856,6693.0
T883703,C6276788,3/6/91,M,TIRUVANNAMALAI,3206.1,7/9/16,225538,500.0
T837421,C3321575,7/4/84,M,MUMBAI,1215.11,9/9/16,191139,30.0
T897396,C5032767,27/9/89,M,PUNE,14584.36,7/9/16,134036,2832.02
T191143,C8521351,18/7/80,F,PUNE,2851.93,9/8/16,164253,4245.51
T152709,C4832557,29/7/90,M,HYDERABAD,14222.08,5/8/16,195119,1300.0
T659281,C6521451,11/10/79,M,RAIGARH (CHHATTISGARH),42930.15,28/8/16,164425,250.0
T987143,C4028192,18/10/68,M,NOIDA,33759.54,15/9/16,204039,450.0
T479609,C2318813,27/3/92,M,MANSA,401667.61,20/8/16,132527,952.0
T193596,C1666165,17/6/85,M,NEW DELHI,11280.99,9/8/16,203433,1000.0
T274790,C8233513,17/5/93,M,SONIPAT,12.72,12/8/16,193110,800.0
T604661,C4589616,28/1/40,F,CANDOLIM,30799.47,26/8/16,174109,1659.0
T1019705,C4725080,8/2/89,M,RAJPURA,3167.49,13/9/16,213020,7.0
T584994,C6699360,2/3/86,M,SILIGURI,29017.0,23/8/16,172622,200.0
T605071,C7818769,1/5/73,M,BANGALORE,4221.91,26/8/16,190450,300.0
T201411,C1437487,11/10/77,M,MUMBAI,34477.58,8/8/16,132458,660.98
T724627,C1163923,11/4/92,M,FARIDABAD,457.87,2/9/16,4758,100.0
T279153,C5316873,11/9/84,M,NOIDA,21079.16,11/8/16,20657,569.0
T997557,C8218961,24/5/82,F,NEW DELHI,9822.75,14/9/16,143552,250.0
T595843,C6127834,27/6/95,M,RAJKOT,2208.8,25/8/16,121554,250.0
T535666,C1933611,21/7/86,M,MUMBAI,57921.62,23/8/16,204919,200.0
T323766,C7537941,1/3/94,M,THANE,20.23,10/8/16,181116,30.0
T458750,C4036648,2/9/82,M,CHENNAI,34846.95,21/8/16,122520,317.0
T820224,C2528183,11/6/76,M,KOLKATA,8965.83,4/9/16,184717,2212.0
T430332,C2216919,7/2/92,M,PARVATIPURAM,19345.91,17/8/16,181116,5551.0
T62153,C6430842,15/4/90,M,CHENNAI,21936.05,2/8/16,83837,500.0
T334631,C6250462,21/10/88,F,BANGALORE,19523.19,15/8/16,161103,1001.0
T668434,C3019154,22/1/80,F,BANGALORE,5249.43,28/8/16,130611,300.0
T600419,C4041052,21/11/81,M,RAJKOT,72187.9,25/8/16,113558,97.0
T379461,C7520985,25/4/74,M,NOIDA,27615.33,13/8/16,122800,500.0
T798234,C6236160,4/7/83,M,CHENNAI,19491.34,5/9/16,162604,360.0
T93263,C3030150,1/1/1800,F,PANCHKULA,62943.51,22/9/16,160314,6194.0
T227837,C1226645,17/7/85,M,MUMBAI,8654.97,7/8/16,130346,97.0
T270036,C3613276,24/4/94,F,MUMBAI,15.71,12/8/16,200637,1364.0
T669254,C4927750,31/5/88,M,CHENNAI,21310.87,28/8/16,124812,14000.0
T761273,C7022381,29/1/82,M,CHIKUWADI SHIMPOLY KANDIVALI W,16361.48,1/9/16,172712,837.0
T872585,C8528242,1/6/57,M,CHENNAI,196741.41,8/9/16,201235,295.0
T681883,C2920937,23/5/88,M,GIRIDIH,5079.41,31/8/16,222433,100.0
T947220,C3629172,1/1/1800,F,MUMBAI,322456.63,11/9/16,210437,2800.0
T731861,C2421189,1/1/1800,M,MUMBAI,14753.91,2/9/16,143922,199.0
T1037272,C5356513,22/9/68,M,NEW DELHI,1055799.07,18/9/16,151638,1962.0
T132427,C7129614,17/2/88,M,CHANDIGARH,343.44,6/8/16,203344,300.0
T625311,C5029947,25/9/92,F,NOIDA,28600.11,25/8/16,193721,187.0
T910271,C3429789,19/3/89,M,BALASORE,3893.04,12/9/16,85410,126.0
T813253,C1028613,11/4/89,F,PUNE,22925.36,4/9/16,214047,1152.0
T710212,C1722491,18/2/91,F,MUMBAI,28826.32,3/9/16,170002,501.0
T890336,C5516049,12/8/85,M,MUMBAI,10025.26,7/9/16,200707,213.0
T194697,C8210168,5/3/36,M,MOHALI,23466.72,9/8/16,194950,472.0
T68888,C5717555,1/1/1800,M,NEW DELHI,63069.26,2/8/16,140746,4180.0
T320989,C7223924,1/1/1800,M,NOIDA,1937026.56,15/8/16,22711,845.0
T158675,C8017187,10/9/86,M,NASHIK,2357.69,5/8/16,225242,201.0
T236720,C6836345,8/6/86,F,BANGALORE,138246.94,7/8/16,182445,184.55
T675886,C7627161,10/3/83,M,PRATAPGARH,288669.09,28/8/16,2540,88.0
T279187,C6112423,10/5/82,M,24 PARGANS (S),68.64,11/8/16,130105,55.0
T137995,C1729272,8/10/91,M,DELHI,18672.17,5/8/16,164336,233.0
T493752,C1342857,1/1/1800,F,BHUBANESWAR,833102.81,20/8/16,162157,1907.0
T468459,C6733527,26/8/86,F,MOGA,56.58,21/8/16,194420,730.38
T787400,C2318478,6/11/68,F,GHAZIABAD,20463.16,6/9/16,131311,3600.0
T189904,C6412529,12/1/85,M,REWARI,15919.08,9/8/16,173914,1000.0
T444707,C7116061,10/4/91,M,VADODARA,4350.92,16/8/16,151334,310.0
T193358,C2792960,14/8/94,M,PUNE,668.41,9/8/16,211104,280.0
T1022497,C5123418,21/10/89,M,BANGALORE,62496.64,13/9/16,203920,350.0
T130838,C9026565,25/4/91,M,TIRUPUR,43113.91,5/8/16,35649,142.0
T551158,C7624040,4/10/73,M,NAVI MUMBAI,7788.44,22/8/16,85714,860.0
T525952,C1834592,28/7/90,M,NOIDA,56951.98,24/8/16,124438,50.0
T196673,C8044683,30/10/79,M,MUMBAI,2841.4,9/8/16,202753,200.0
T803195,C2235790,2/6/95,M,BANGALORE,18488.66,5/9/16,191354,5095.0
T230964,C8114277,29/8/78,F,BANGALORE,725007.72,7/8/16,121456,1000.0
T728486,C9025841,26/11/79,M,CACHAR,13829.08,2/9/16,100422,1206.0
T212166,C5465770,19/3/82,M,DELHI,13039.25,8/8/16,180045,369.0
T872601,C1529133,8/7/92,F,BANGALORE,8786.91,8/9/16,191200,2450.0
T617128,C1038114,26/10/87,M,NEW DELHI,497796.11,26/8/16,230041,599.0
T431321,C3632584,27/5/87,M,DELHI,95008.37,17/8/16,204922,5070.0
T784277,C6764281,5/2/83,F,MUMBAI,53973.24,6/9/16,123620,950.0
T285385,C5511467,1/1/1800,M,UDAIPUR,204533.56,11/8/16,122923,79497.52
T797384,C7018921,15/8/82,M,GHAZIPUR,2936.29,5/9/16,130954,5000.0
T178019,C6223277,17/5/94,F,AMBALA,23701.32,4/8/16,220802,1130.0
T748114,C2511937,7/2/71,M,MUMBAI,1834086.16,2/9/16,231806,8500.0
T122437,C8624120,13/10/84,M,MUMBAI,15231.86,6/8/16,195200,1000.0
T561775,C5918623,20/5/89,F,BG ROAD BANGALORE,24113.08,27/8/16,92723,704.0
T937320,C3419552,23/5/85,M,GUTEKADI PUNE,78686.21,11/9/16,200127,561.0
T924605,C1013916,1/1/1800,M,FARIDABAD,81936.4,11/9/16,130721,7948.5
T930022,C6129758,15/8/68,M,NAVI MUMBAI,11626.19,11/9/16,145527,853.0
T634678,C5914235,1/1/1800,F,NEW DELHI,33283.33,29/8/16,105401,1731.28
T799578,C3037336,23/6/85,M,NEW DELHI,53220.68,5/9/16,172011,1000.0
T487380,C3525445,25/5/95,M,MUMBAI,37944.06,20/8/16,163643,8490.0
T620718,C3215889,21/6/94,F,NEW DELHI,28.31,25/8/16,165036,50.0
T565469,C6421779,28/3/82,F,ROHTAK,54222.67,22/8/16,160618,8505.0
T968740,C4225688,30/7/92,F,FARIDABAD,22111.17,10/9/16,111144,50.0
T62522,C5925062,29/1/93,F,MUMBAI,12527.19,3/8/16,230011,335.0
T694484,C7428219,13/7/93,M,DELHI,1168.14,31/8/16,214802,43.0
T440168,C5513460,12/11/86,F,GURGAON,8520.51,16/8/16,141824,650.0
T992237,C4678316,24/2/89,M,PATNA,430975.64,14/9/16,104104,350.0
T106570,C1213792,16/3/88,F,DELHI,53907.38,1/8/16,225452,150.0
T391178,C7358130,27/7/91,F,BANGALORE,66158.33,13/8/16,195649,897.01
T85953,C2234655,10/7/68,F,NEW DELHI,1283.12,1/8/16,130030,64.0
T839763,C2422157,21/11/92,F,MUMBAI,59557.16,9/9/16,183430,500.0
T158040,C1032676,9/7/81,M,MANDIR MULUND WEST MUMBAI,2829.64,3/9/16,150930,1197.0
T70460,C2439233,3/3/91,M,KASHIPUR,4061.4,2/8/16,164415,800.0
T168310,C5031442,15/8/82,M,LUDHIANA,16577.6,4/8/16,150916,1100.0
T680141,C5918320,19/5/93,M,MUMBAI,1787.89,30/8/16,203955,147.0
T920138,C3168969,15/6/91,F,MUMBAI,21756.67,12/9/16,205924,1200.0
T618795,C9016884,26/7/81,F,JAMSHEDPUR,11560.76,25/8/16,193339,23.0
T798019,C2983866,25/12/83,M,BOISAR,121290.28,5/9/16,174221,6875.5
T4466,C1421077,20/9/92,M,MUMBAI,720.27,22/9/16,104516,174.0
T790367,C2619358,11/12/90,M,HOWRAH,13241.93,6/9/16,22,30.0
T800596,C4530067,2/2/93,M,MAHENDRAGARH,150.77,5/9/16,165625,400.0
T788857,C5240178,25/4/69,M,NAVI MUMBAI,144103.37,5/9/16,73904,3790.0
T238942,C1968276,7/12/92,F,GHAZIABAD,93096.59,7/8/16,164928,1699.0
T862142,C9014773,23/7/91,M,NOIDA,8441.89,8/9/16,114546,504.03
T391868,C2631815,8/7/82,M,GURGAON,74626.92,13/8/16,171332,800.0
T493503,C5319415,15/6/85,M,DELHI,69.47,20/8/16,152422,64.0
T998878,C7640116,12/6/90,F,GHAZIABAD,66312.56,14/9/16,115742,1636.0
T21422,C2011066,26/8/77,M,VAPI,34661.24,23/9/16,191052,1000.0
T473925,C8510516,21/12/73,F,DELHI,116188.74,21/8/16,150552,1687.43
T93559,C1537242,2/10/82,M,KANPUR,151250.44,27/9/16,181226,13.0
T178213,C6214592,26/7/88,F,THAKURLI EAST THANE,23601.14,4/8/16,220418,250.0
T451142,C8640919,30/7/82,M,MUMBAI,46870.65,16/8/16,202716,230.0
T682423,C1241225,16/4/91,F,DHANBAN,105060.41,28/8/16,125933,438.0
T1024690,C1112670,7/5/90,M,NAVI MUMBAI,147.51,13/9/16,143443,699.0
T227929,C4920136,7/10/88,M,GURGAON,8.64,7/8/16,84728,30.0
T791841,C2920257,21/6/80,F,NEW DELHI,6780.0,5/9/16,123019,3380.0
T540317,C8234522,12/6/84,M,BARIPADA,42901.13,22/8/16,91116,35.75
T840009,C3123853,9/1/93,M,MARYGANJ,6.71,9/9/16,173703,20.0
T363011,C1231251,20/6/93,M,KOLKATA,255.52,14/8/16,203152,2025.0
T37037,C4127711,28/8/92,M,GURGAON,6619.39,27/9/16,3815,147.0
T849762,C1821145,25/2/91,M,NOIDA,4221.22,9/9/16,200614,329.0
T515548,C4740841,22/2/89,F,NEW DELHI,388768.12,19/8/16,110525,100.0
T735355,C4216134,3/5/81,F,CHENNAI,51193.01,2/9/16,164226,658.0
T152518,C7614859,5/1/89,M,PUNE,2051.3,5/8/16,143025,95.0
T914713,C6195777,30/4/82,M,THANE,1981655.67,12/9/16,193125,915.0
T693875,C2069778,3/7/75,M,BANGALORE,82530.62,30/8/16,185412,735.0
T90826,C4483724,3/2/90,M,GHAZIABAD,5415.51,27/9/16,185712,500.0
T716028,C7117086,22/11/94,M,BHIWANI,85.72,3/9/16,191232,310.0
T644281,C4334267,11/3/92,M,PUNE,76275.2,29/8/16,343,2325.0
T15901,C8262781,22/10/91,M,CHENNAI,35741.56,26/9/16,195514,295.0
T486067,C8619750,16/1/84,M,DEHRADUN,3223.62,20/8/16,142829,1066.0
T986676,C6328730,24/7/91,M,AHMEDABAD,12838.97,15/9/16,103547,70.0
T820114,C1137038,30/12/91,F,HYDERABAD,30176.49,4/9/16,163928,1600.0
T371302,C4512640,14/8/85,M,MUMBAI,52165.91,13/8/16,3158,280.0
T263617,C6740835,19/8/88,M,NOIDA,1006.16,12/8/16,162355,30000.0
T823476,C5418581,20/7/83,M,BAMBOLIM,11994.51,4/9/16,163027,50.0
T840547,C2887670,1/1/1800,M,HALL NEAR HYDERABAD,22369.03,9/9/16,160352,210.0
T872432,C6510350,4/9/84,F,BANGALORE,20844.54,8/9/16,180542,265.0
T895649,C2015269,22/8/91,F,THANE,3411.94,7/9/16,152830,800.0
T63043,C6025034,5/12/84,M,ZIRAKPUR,22271.56,2/8/16,82002,150.0
T217461,C3277642,2/8/88,M,SOLAN,5057.73,8/8/16,200116,175.0
T348229,C1942871,15/12/93,M,MEERUT,230951.83,15/8/16,222838,699.0
T967668,C6335559,1/2/70,F,DELHI,218384.99,10/9/16,111729,1762.0
T921666,C4398351,14/11/70,M,DELHI,74097.59,11/9/16,92808,1259.0
T732291,C3827579,13/12/81,M,GURGAON,62891.39,2/9/16,110901,16436.0
T1041605,C2918691,20/9/85,M,NOIDA,87.67,18/9/16,135630,210.0
T365608,C4778750,14/8/87,M,NOIDA,19522.17,13/8/16,102558,450.0
T557732,C3035186,1/1/1800,,MUMBAI,43.0,22/8/16,155952,210.0
T556969,C3161352,11/5/84,M,BANGALORE,21805.62,27/8/16,183547,300.0
T243465,C9010090,16/9/83,F,MUMBAI,1421749.86,12/8/16,64357,250.0
T996410,C1920576,28/7/90,F,GURGAON,33263.37,14/9/16,93542,50.0
T1000484,C8640755,23/8/92,F,MUMBAI,39019.13,14/9/16,154043,380.0
T727259,C6435688,26/1/80,M,GURGAON,1191872.21,2/9/16,120912,431.0
T416135,C7631179,27/10/87,M,BAGHPAT,45670.07,17/8/16,91148,1000.0
T35282,C7838924,9/8/91,M,DELHI,8244.96,27/9/16,64703,11.0
T678900,C8811048,6/12/84,M,GURGAON,153695.21,28/8/16,134057,964.0
T543364,C6928589,10/6/92,F,MUMBAI,608683.52,23/8/16,91511,50.0
T712887,C4525915,2/2/78,F,PUNE,610219.95,3/9/16,183520,6600.0
T497346,C3253344,2/10/84,M,MUMBAI,11685.46,20/8/16,181818,1900.0
T857648,C2610739,29/1/87,F,JAMMU,7412.69,9/9/16,215327,507.0
T469172,C6467669,18/6/83,F,LUCKNOW,312.72,21/8/16,180058,786.0
T728365,C2164136,22/9/88,F,GANDHI NAGAR,19994.02,2/9/16,121838,197.0
T576812,C7841913,15/8/91,F,PUNE,13419.8,22/8/16,202501,185.0
T776377,C7815391,14/2/88,M,FIROZABAD,686928.6,6/9/16,191708,400.0
T839179,C7434318,10/5/85,M,NEW DELHI,1418.39,9/9/16,170804,401.0
T202900,C2510824,25/3/65,M,UJJAIN,105983.11,8/8/16,71803,33.0
T987667,C2717631,10/4/64,M,DELHI,7110.06,15/9/16,85644,50.0
T597456,C7235151,1/1/1800,M,ASANSOL,778.64,27/8/16,201812,200.0
T143476,C4619649,27/9/77,M,NEW DELHI,735.86,5/8/16,171432,135.0
T802262,C5319072,13/9/90,F,ANAND,15993.32,5/9/16,200223,371.6
T397288,C3827449,1/7/92,F,BANGALORE,143502.56,18/8/16,91526,30.0
T597070,C3038928,13/4/83,M,SOCORRO,58406.7,26/8/16,203436,500.0
T288152,C2124642,1/1/91,M,NEW DELHI,11090.53,11/8/16,192658,31.0
T728236,C7550061,1/1/1800,M,SURAT,17215.02,2/9/16,143354,1600.0
T723240,C8911026,3/6/92,M,MANDI GOBINDGARH,47659.27,3/9/16,223525,292.0
T470915,C9035126,15/10/79,M,MUMBAI NAVI MUMBAI,18678.33,21/8/16,200439,1890.0
T793102,C7244917,1/1/1800,M,CHANDIGARH,3801.92,5/9/16,115941,900.0
T2196,C2433263,6/5/89,M,GURGAON,8307.73,21/10/16,200518,60.0
T1040198,C3321456,26/9/86,M,DELHI,3680.26,18/9/16,125319,247.0
T997003,C2319836,20/12/90,M,BANGALURU,338803.33,14/9/16,122514,976.0
T65575,C2334858,1/1/76,M,AHMEDNAGAR,93074.33,2/8/16,114103,499.0
T693762,C5041067,5/1/94,F,BANGALORE,16179.37,31/8/16,204712,60.0
T296334,C9012055,23/4/94,M,MUMBAI,1318.31,11/8/16,203649,140.0
T796601,C6933278,2/11/90,F,NOIDA,318894.04,5/9/16,140356,80.0
T704791,C5922554,18/5/89,F,BANGALORE,24627.91,30/8/16,172424,500.0
T164299,C2922943,7/6/93,M,PERAMBAKKAM,12.65,4/8/16,182511,20.0
T487982,C6719318,5/11/90,M,MUMBAI,532477.21,20/8/16,161546,750.0
T324196,C1715535,30/11/92,M,ALLAHABAD,18260.01,15/8/16,161756,535.0
T33184,C8319384,21/8/90,F,INDORE,2556.23,25/9/16,95448,145.0
T770545,C3123376,29/5/87,M,PAREL MUMBAI,3191.36,6/9/16,203512,140.0
T316511,C3130083,27/4/85,M,JHAJJAR,10604.84,15/8/16,95239,124.0
T727904,C2410316,13/4/87,M,PUNE,19454.75,2/9/16,104242,110.0
T865563,C8130737,30/8/68,M,HYDERABAD,2388.56,8/9/16,142648,560.0
T16081,C5112381,8/3/77,M,KOLKATA,9794.68,26/9/16,185409,648.0
T697987,C8212775,8/9/91,F,KANGRA,59145.66,31/8/16,201412,1757.14
T199903,C7738078,1/1/1800,M,GURGAON,16957.33,8/8/16,84827,250.0
T176849,C6441418,24/2/94,M,NEW DELHI,18110.91,4/8/16,213820,49.39
T749596,C1561137,6/1/87,M,MUMBAI,92810.25,2/9/16,224225,100.0
T163424,C6331938,17/7/83,M,BANGALORE,4810.22,4/8/16,183616,218.0
T636801,C3517661,1/1/1800,M,MUMBAI,77429.84,29/8/16,135143,926.82
T18091,C4440852,2/2/52,M,BANGALORE,354.93,26/9/16,162328,1000.0
T910012,C8517735,25/8/90,M,DELHI,26060.31,12/9/16,105736,483.0
T73310,C6568014,18/7/92,M,CHENNAI,5200.96,2/8/16,191419,411.37
T73291,C2317962,31/12/86,M,AURANGABAD,35995.51,2/8/16,192958,200.0
T482658,C3428468,28/8/81,F,KALYANI NAGAR PUNE,22570.69,20/8/16,125303,420.0
T195912,C7942044,15/4/79,M,KOLKATA,5334.03,9/8/16,193638,4501.5
T250079,C7614577,14/3/90,M,MUMBAI,17796.55,7/8/16,210254,813.0
T574244,C8740178,11/12/89,M,MUMBAI,3675.99,27/8/16,130054,979.0
T222975,C4817831,2/1/92,M,BANGALORE,44048.95,7/8/16,113040,265.0
T346625,C8118149,8/3/92,F,DEOGHAR,25712.7,14/8/16,150318,813.0
T228061,C3515776,9/2/86,M,BANGALORE,502.56,8/8/16,224513,560.0
T289816,C7719784,1/1/1800,M,DELHI,20000.29,11/8/16,183730,2400.0
T722216,C1525162,31/3/92,F,DIMAPUR,9927.68,3/9/16,210544,311.0
T808244,C4822322,12/4/94,M,KOVILPATTI,3646.23,5/9/16,203318,10.0
T789786,C3637624,21/6/89,M,SURAT,2319.7,5/9/16,100346,10.0
T145653,C1360612,1/1/1800,M,NEW DELHI,60293.49,5/8/16,180825,300.0
T446661,C6031183,29/12/86,M,CHENNAI,40054.17,16/8/16,141917,200.0
T983587,C4129453,1/3/88,M,NEW DELHI,2654.54,15/9/16,90842,100.0
T522958,C3839242,1/1/1800,M,THORAIPAKKAM CHENNAI,1026.31,24/8/16,104931,971.0
T369922,C1226365,1/1/1800,M,KULLU,45704.49,13/8/16,113542,50.0
T249716,C1524879,18/2/92,M,ALWAR,10.09,7/8/16,215759,30.0
T678567,C8439858,1/4/92,M,RAI BARELI,18518.3,28/8/16,184906,10.0
T727736,C5315641,16/2/86,M,LUCKNOW,38598.13,2/9/16,102139,198.0
T713402,C6516485,24/10/87,F,SENAPATI,19025.12,3/9/16,174522,6315.0
T633159,C7444171,26/9/92,M,NEW DELHI,2010.72,29/8/16,101700,100.0
T824189,C7510539,13/11/89,F,PUNE,4288.48,4/9/16,204345,748.0
T1012205,C3630366,10/10/82,F,MUMBAI,60636.02,13/9/16,234322,889.0
T955636,C3437364,23/5/89,M,JHANSI,368.53,10/9/16,190936,50.0
T61159,C8915953,5/8/89,M,GHAZIABAD,981.58,3/8/16,204511,1126.0
T1033059,C8827950,13/2/91,F,THANE WEST,38944.6,18/9/16,162756,396.0
T966167,C5924465,17/3/83,F,JHANSI,66782.37,10/9/16,134300,525.0
T521533,C5921715,21/8/92,F,BANGALORE,25633.8,19/8/16,203128,140.0
T812355,C8730654,16/12/83,M,MUMBAI,7029.34,5/9/16,220903,500.0
T173722,C7141621,20/2/89,M,PUNE,41171.05,4/8/16,203551,117.0
T620467,C4630988,25/5/75,M,BOISAR,12291.58,25/8/16,165132,30.0
T941813,C1733164,29/6/93,M,CHENNAI,,11/9/16,210537,170.52
T214023,C4541045,9/4/79,M,THANE,21760.48,8/8/16,153003,50.0
T724379,C7639616,21/5/74,F,BANGALORE,3798.21,2/9/16,34616,500.0
T154557,C6741212,31/7/84,M,GHAZIABAD,,4/8/16,43407,560.0
T476919,C8076423,21/3/80,F,PUNE,14088.72,21/8/16,210951,3809.0
T889095,C2586331,30/8/96,M,LUDHIANA,25547.06,7/9/16,190428,23.52
T399660,C3231719,16/8/93,F,NEW DELHI,123829.63,18/8/16,85757,591.0
T1036966,C6039190,1/1/1800,M,MIRA RD THANE,187928.89,18/9/16,145934,3335.34
T192309,C6426866,22/7/86,M,GREATER NOIDA,843.56,9/8/16,210210,30.0
T306761,C7238230,8/4/92,M,SRIPERUMBUDUR,10837.54,10/8/16,155938,125.0
T83885,C2641563,22/11/89,F,BENGALURU,10840.35,1/8/16,65940,68.0
T675044,C7412712,1/1/1800,M,NASHIK,0.0,28/8/16,201109,435.0
T402060,C1812491,16/2/68,M,MEERUT,559.18,18/8/16,185542,1011.5
T294410,C7440987,1/1/1800,M,MUMBAI,19386.78,11/8/16,221932,557.52
T937297,C7719855,29/8/91,M,GUWAHATI,2390.13,11/9/16,200106,200.0
T997819,C2068575,6/1/90,M,LUDHIANA,953875.95,14/9/16,90104,3510.0
T283356,C3336983,25/7/76,M,VISAKHAPATNAM,8309.7,11/8/16,172456,1211.0
T194237,C3421443,10/9/90,M,GURGAON,27944.49,9/8/16,192040,160.0
T309336,C1119751,19/8/91,M,HYDERABAD,11631.51,10/8/16,123812,20.0
T645727,C5534392,23/4/92,F,NEW DELHI,13747.02,25/8/16,132634,200.0
T29585,C3318368,21/3/91,M,SOLAN,702.85,26/9/16,131648,400.0
T374491,C3138172,4/7/84,M,RAIPUR,842480.43,13/8/16,44041,60.0
T463969,C1914873,11/8/75,F,BANGALORE,181687.22,21/8/16,122701,1200.0
T141806,C2377639,13/8/89,M,HOWRAH,864.48,5/8/16,173747,15.0
T1029392,C7715375,2/7/92,F,GURGAON,7853.78,13/9/16,123013,2000.0
T936383,C6822160,4/4/87,F,DELHI,14944.27,11/9/16,190548,89.0
T578059,C4429142,23/6/76,F,GURGAON,93279.24,27/8/16,142623,1137.0
T872148,C8421074,28/9/82,F,CHAKALA ANDHERI (E) MUMBAI,47464.68,8/9/16,183333,833.0
T945224,C1214427,1/1/1800,M,PARLE (E) MUMBAI CITY MUMBAI,31759.0,11/9/16,194222,398.0
T796710,C7032825,3/12/95,F,AGRA,636922.35,5/9/16,154334,799.0
T1010058,C1342052,21/5/93,F,BANGALORE,16078.97,13/9/16,215827,25.0
T129143,C4323219,5/12/92,M,CHENNAI,261.74,6/8/16,174508,890.0
T345708,C7642137,28/4/89,M,MUMBAI,55421.96,14/8/16,135240,569.15
T994278,C6626382,9/4/85,F,VADODARA,500618.94,14/9/16,94118,119.0
T16994,C2010983,10/1/82,M,PUNE,111593.05,26/9/16,193643,78.0
T1020278,C8986990,22/9/90,M,BANGALORE,12213.05,13/9/16,215306,333.0
T347447,C7638259,4/6/88,M,NOIDA,57669.98,14/8/16,3124,659.0
T209027,C2095364,26/7/74,M,CHENNAI,15228.43,3/9/16,143549,302.52
T446497,C7136457,14/1/87,M,STATION BANGALORE,438753.49,16/8/16,183437,5613.0
T1002627,C8525384,1/1/1800,M,KOLKATA,133203.58,14/9/16,172357,100000.0
T803324,C4239163,14/4/88,M,ALWAR,46519.73,5/9/16,170953,96.96
T528990,C1715249,27/9/82,M,AHMEDABAD,22979.06,24/8/16,145925,468.0
T1015157,C3325173,4/6/85,M,BANGALORE,100.15,14/9/16,210939,1000.0
T946001,C6331068,1/1/85,M,JALGAON,773.12,10/9/16,233946,150.0
T235989,C2927033,16/5/88,M,DELHI,10836.64,7/8/16,134751,500.0
T526022,C6823169,29/8/89,F,LUCKNOW,285620.74,24/8/16,143259,200.0
T479437,C8340439,16/7/95,M,SONIPAT,20223.52,20/8/16,12149,199.0
T951538,C4333746,19/7/86,M,JALANDHAR,95234.51,10/9/16,94159,170.0
T555255,C5264912,24/6/50,M,HYDERABAD,18597.03,23/8/16,170944,7567.0
T736837,C6239586,20/11/91,M,NOIDA,182.6,2/9/16,163501,288.0
T160367,C4237241,21/10/85,F,DELHI,22005.25,4/8/16,104145,4430.0
T607694,C5034635,21/12/91,M,GURGAON,24118.68,26/8/16,125324,1000.0
T933832,C4424147,10/12/89,M,GURGAON,114.66,11/9/16,170541,52.0
T278542,C3429488,13/12/96,M,GURGAON,620.53,11/8/16,74907,12.0
T623842,C5097660,15/7/80,M,BANGALORE,2346.31,28/8/16,15005,10900.0
T812398,C1927513,20/12/81,M,JAMSHEDPUR,3029.71,4/9/16,201724,76.0
T532495,C8521618,13/9/60,M,DELHI,104652.11,24/8/16,195344,4640.0
T117854,C7439979,13/9/72,M,NAVI MUMBAI,524937.89,6/8/16,154024,600.0
T214452,C5514691,1/1/83,M,MEERUT,7094.19,8/8/16,165612,200.0
T103553,C2713531,9/7/87,F,JODHPUR,21755.2,6/8/16,122136,300.0
T152719,C6420921,22/9/88,M,GREATER NOIDA,50567.94,5/8/16,193238,700.0
T649038,C7213333,15/6/87,M,DELHI,12301.15,31/8/16,111435,331.18
T623948,C1610320,1/11/86,M,NEW DELHI,12521.34,29/8/16,193254,100.0
T538634,C2496541,12/9/88,M,AURANGABAD,1007.37,24/8/16,164545,220.0
T974222,C1810543,1/7/90,M,CHENNAI,814192.32,15/9/16,135715,200.0
T618815,C1520172,28/5/62,M,BHIWADI,2574.46,25/8/16,180124,261.4
T573694,C7929254,10/7/90,F,BANGALORE,175.7,22/8/16,233717,500.0
T1038524,C3421669,15/8/75,F,BARDEZ,27968.84,18/9/16,151831,1454.0
T969495,C8890030,1/1/1800,M,JAIPUR,73912.97,10/9/16,151526,123.0
T796919,C2643455,6/1/88,M,MUMBAI,25.34,5/9/16,154035,1108.0
T363488,C6254544,23/2/77,F,NAVI MUMBAI,189815.93,14/8/16,112522,3480.0
T594813,C3511915,8/8/80,M,NOIDA,195879.77,25/8/16,153212,920.0
T416510,C5732457,5/12/90,M,MUMBAI,14931.62,18/8/16,220726,50.0
